Word,MD,PartIndex,Part,Type,Meaning
affiliation,Words/a/affiliation.md,2,ation,suffix,名词后缀
affinity,Words/a/affinity.md,1,affin,stem,
affinity,Words/a/affinity.md,2,ity,suffix,性质
affirm,Words/a/affirm.md,1,affirm,word,
affirmation,Words/a/affirmation.md,1,affirm,stem,
affirmation,Words/a/affirmation.md,2,ation,suffix,名词后缀
affirmative,Words/a/affirmative.md,1,affirmat,stem,
affirmative,Words/a/affirmative.md,2,ive,suffix,形容词后缀
affix,Words/a/affix.md,1,affix,word,
afflict,Words/a/afflict.md,1,afflict,word,
affliction,Words/a/affliction.md,1,afflic,stem,
affliction,Words/a/affliction.md,2,tion,suffix,名词后缀
affluence,Words/a/affluence.md,1,afflu,stem,
affluence,Words/a/affluence.md,2,ence,suffix,名词后缀
affluent,Words/a/affluent.md,1,afflu,stem,
affluent,Words/a/affluent.md,2,ent,suffix,人/物
afford,Words/a/afford.md,1,afford,word,
affordability,Words/a/affordability.md,1,afford,stem,
affordability,Words/a/affordability.md,2,ability,suffix,能力
affordable,Words/a/affordable.md,1,afford,stem,
affordable,Words/a/affordable.md,2,able,suffix,可
affront,Words/a/affront.md,1,affront,word,
aficionado,Words/a/aficionado.md,1,fic,root,做
afield,Words/a/afield.md,1,afield,word,
afloat,Words/a/afloat.md,1,afloat,word,
afoot,Words/a/afoot.md,1,afoot,word,
aforementioned,Words/a/aforementioned.md,1,aforemention,stem,
aforementioned,Words/a/aforementioned.md,2,ed,suffix,过去/形容词
afraid,Words/a/afraid.md,1,afraid,word,
african-american,Words/a/african-american.md,1,african-american,word,
african,Words/a/african.md,1,african,word,
afro-american,Words/a/afro-american.md,1,afro-american,word,
aft,Words/a/aft.md,1,aft,word,
after-school,Words/a/after-school.md,1,after-school,word,
after,Words/a/after.md,1,aft,stem,
after,Words/a/after.md,2,er,suffix,人/比较级
afterlife,Words/a/afterlife.md,1,afterlife,word,
aftermath,Words/a/aftermath.md,1,aftermath,word,
afternoon,Words/a/afternoon.md,1,afternoon,word,
aftershock,Words/a/aftershock.md,1,aftershock,word,
afterthought,Words/a/afterthought.md,1,afterthought,word,
afterward,Words/a/afterward.md,1,afterward,word,
afterwards,Words/a/afterwards.md,1,afterwards,word,
again,Words/a/again.md,1,again,word,
against,Words/a/against.md,1,against,word,
age-old,Words/a/age-old.md,1,age-old,word,
age-related,Words/a/age-related.md,1,age-relat,stem,
age-related,Words/a/age-related.md,2,ed,suffix,过去/形容词
age,Words/a/age.md,1,age,word,
aged,Words/a/aged.md,1,aged,word,
agency,Words/a/agency.md,1,agenc,stem,
agency,Words/a/agency.md,2,y,suffix,形容词/名词后缀
agenda,Words/a/agenda.md,1,agenda,word,
agent,Words/a/agent.md,1,agent,word,
aggravate,Words/a/aggravate.md,1,aggravate,word,
aggravated,Words/a/aggravated.md,1,aggravat,stem,
aggravated,Words/a/aggravated.md,2,ed,suffix,过去/形容词
aggregate,Words/a/aggregate.md,1,aggregate,word,
aggregation,Words/a/aggregation.md,1,aggreg,stem,
aggregation,Words/a/aggregation.md,2,ation,suffix,名词后缀
aggression,Words/a/aggression.md,1,aggres,stem,
aggression,Words/a/aggression.md,2,sion,suffix,名词后缀
aggressive,Words/a/aggressive.md,1,aggress,stem,
aggressive,Words/a/aggressive.md,2,ive,suffix,形容词后缀
aggressively,Words/a/aggressively.md,1,aggressive,stem,
aggressively,Words/a/aggressively.md,2,ly,suffix,副词后缀
aggressiveness,Words/a/aggressiveness.md,1,aggressive,stem,
aggressiveness,Words/a/aggressiveness.md,2,ness,suffix,性质
aggressor,Words/a/aggressor.md,1,aggress,stem,
aggressor,Words/a/aggressor.md,2,or,suffix,人/物
aggrieved,Words/a/aggrieved.md,1,aggriev,stem,
aggrieved,Words/a/aggrieved.md,2,ed,suffix,过去/形容词
aghast,Words/a/aghast.md,1,aghast,word,
agile,Words/a/agile.md,1,agile,word,
agility,Words/a/agility.md,1,agil,stem,
agility,Words/a/agility.md,2,ity,suffix,性质
aging,Words/a/aging.md,1,aging,word,
agitate,Words/a/agitate.md,1,agitate,word,
agitated,Words/a/agitated.md,1,agitat,stem,
agitated,Words/a/agitated.md,2,ed,suffix,过去/形容词
agitation,Words/a/agitation.md,1,agit,stem,
agitation,Words/a/agitation.md,2,ation,suffix,名词后缀
ago,Words/a/ago.md,1,ago,word,
agonize,Words/a/agonize.md,1,agon,stem,
agonize,Words/a/agonize.md,2,ize,suffix,使成为
agonizing,Words/a/agonizing.md,1,agoniz,stem,
agonizing,Words/a/agonizing.md,2,ing,suffix,进行/名词
agony,Words/a/agony.md,1,agon,stem,
agony,Words/a/agony.md,2,y,suffix,形容词/名词后缀
agrarian,Words/a/agrarian.md,1,agrarian,word,
agree,Words/a/agree.md,1,agree,word,
agreeable,Words/a/agreeable.md,1,agree,stem,
agreeable,Words/a/agreeable.md,2,able,suffix,可
agreed,Words/a/agreed.md,1,agre,stem,
agreed,Words/a/agreed.md,2,ed,suffix,过去/形容词
agreement,Words/a/agreement.md,1,agree,stem,
agreement,Words/a/agreement.md,2,ment,suffix,名词后缀
agribusiness,Words/a/agribusiness.md,1,agribusi,stem,
agribusiness,Words/a/agribusiness.md,2,ness,suffix,性质
agricultural,Words/a/agricultural.md,1,agricultur,stem,
agricultural,Words/a/agricultural.md,2,al,suffix,形容词/名词后缀
agriculture,Words/a/agriculture.md,1,agricult,stem,
agriculture,Words/a/agriculture.md,2,ure,suffix,名词后缀
ah,Words/a/ah.md,1,ah,word,
aha,Words/a/aha.md,1,aha,word,
ahead,Words/a/ahead.md,1,ahead,word,
ahh,Words/a/ahh.md,1,ahh,word,
aid,Words/a/aid.md,1,aid,word,
aide,Words/a/aide.md,1,aide,word,
aids,Words/a/aids.md,1,aids,word,
ail,Words/a/ail.md,1,ail,word,
ailing,Words/a/ailing.md,1,ail,stem,
ailing,Words/a/ailing.md,2,ing,suffix,进行/名词
ailment,Words/a/ailment.md,1,ail,stem,
ailment,Words/a/ailment.md,2,ment,suffix,名词后缀
aim,Words/a/aim.md,1,aim,word,
aimlessly,Words/a/aimlessly.md,1,aimless,stem,
aimlessly,Words/a/aimlessly.md,2,ly,suffix,副词后缀
air-conditioned,Words/a/air-conditioned.md,1,air-condition,stem,
air-conditioned,Words/a/air-conditioned.md,2,ed,suffix,过去/形容词
air-conditioning,Words/a/air-conditioning.md,1,air-condition,stem,
air-conditioning,Words/a/air-conditioning.md,2,ing,suffix,进行/名词
air,Words/a/air.md,1,air,word,
airborne,Words/a/airborne.md,1,airborne,word,
aircraft,Words/a/aircraft.md,1,aircraft,word,
airfare,Words/a/airfare.md,1,airfare,word,
airfield,Words/a/airfield.md,1,airfield,word,
airflow,Words/a/airflow.md,1,airflow,word,
airing,Words/a/airing.md,1,air,stem,
airing,Words/a/airing.md,2,ing,suffix,进行/名词
airline,Words/a/airline.md,1,airline,word,
airliner,Words/a/airliner.md,1,airlin,stem,
airliner,Words/a/airliner.md,2,er,suffix,人/比较级
airlock,Words/a/airlock.md,1,airlock,word,
airman,Words/a/airman.md,1,man,root,手
airplane,Words/a/airplane.md,1,airplane,word,
airport,Words/a/airport.md,1,port,root,搬运
airspace,Words/a/airspace.md,1,airspace,word,
airstrike,Words/a/airstrike.md,1,airstrike,word,
airstrip,Words/a/airstrip.md,1,airstrip,word,
airtight,Words/a/airtight.md,1,airtight,word,
airwaves,Words/a/airwaves.md,1,airwaves,word,
airway,Words/a/airway.md,1,airwa,stem,
airway,Words/a/airway.md,2,y,suffix,形容词/名词后缀
airy,Words/a/airy.md,1,air,stem,
airy,Words/a/airy.md,2,y,suffix,形容词/名词后缀
aisle,Words/a/aisle.md,1,aisle,word,
ajar,Words/a/ajar.md,1,ajar,word,
akin,Words/a/akin.md,1,akin,word,
al-qaeda,Words/a/al-qaeda.md,1,al-qaeda,word,
alamo,Words/a/alamo.md,1,alamo,word,
alarm,Words/a/alarm.md,1,alarm,word,
alarmed,Words/a/alarmed.md,1,alarm,stem,
alarmed,Words/a/alarmed.md,2,ed,suffix,过去/形容词
alarming,Words/a/alarming.md,1,alarm,stem,
alarming,Words/a/alarming.md,2,ing,suffix,进行/名词
alarmingly,Words/a/alarmingly.md,1,alarming,stem,
alarmingly,Words/a/alarmingly.md,2,ly,suffix,副词后缀
alas,Words/a/alas.md,1,alas,word,
alaskan,Words/a/alaskan.md,1,alaskan,word,
albanian,Words/a/albanian.md,1,albanian,word,
albeit,Words/a/albeit.md,1,albeit,word,
album,Words/a/album.md,1,album,word,
alchemy,Words/a/alchemy.md,1,alchem,stem,
alchemy,Words/a/alchemy.md,2,y,suffix,形容词/名词后缀
alcohol,Words/a/alcohol.md,1,alcohol,word,
alcoholic,Words/a/alcoholic.md,1,alcohol,stem,
alcoholic,Words/a/alcoholic.md,2,ic,suffix,形容词后缀
alcoholism,Words/a/alcoholism.md,1,alcohol,stem,
alcoholism,Words/a/alcoholism.md,2,ism,suffix,主义
alcove,Words/a/alcove.md,1,alcove,word,
alderman,Words/a/alderman.md,1,man,root,手
ale,Words/a/ale.md,1,ale,word,
alert,Words/a/alert.md,1,alert,word,
alertness,Words/a/alertness.md,1,alert,stem,
alertness,Words/a/alertness.md,2,ness,suffix,性质
alfalfa,Words/a/alfalfa.md,1,alfalfa,word,
algae,Words/a/algae.md,1,algae,word,
algebra,Words/a/algebra.md,1,algebra,word,
algerian,Words/a/algerian.md,1,algerian,word,
algorithm,Words/a/algorithm.md,1,algorithm,word,
alibi,Words/a/alibi.md,1,alibi,word,
alien,Words/a/alien.md,1,alien,word,
alienate,Words/a/alienate.md,1,alienate,word,
alienated,Words/a/alienated.md,1,alienat,stem,
alienated,Words/a/alienated.md,2,ed,suffix,过去/形容词
alienating,Words/a/alienating.md,1,alienat,stem,
alienating,Words/a/alienating.md,2,ing,suffix,进行/名词
alienation,Words/a/alienation.md,1,alien,stem,
alienation,Words/a/alienation.md,2,ation,suffix,名词后缀
alight,Words/a/alight.md,1,alight,word,
align,Words/a/align.md,1,align,word,
alignment,Words/a/alignment.md,1,align,stem,
alignment,Words/a/alignment.md,2,ment,suffix,名词后缀
alike,Words/a/alike.md,1,alike,word,
alive,Words/a/alive.md,1,alive,word,
all-american,Words/a/all-american.md,1,all-american,word,
all-day,Words/a/all-day.md,1,all-da,stem,
all-day,Words/a/all-day.md,2,y,suffix,形容词/名词后缀
all-important,Words/a/all-important.md,1,port,root,搬运
all-important,Words/a/all-important.md,2,ant,suffix,人/物
all-night,Words/a/all-night.md,1,all-night,word,
all-out,Words/a/all-out.md,1,all-out,word,
all-purpose,Words/a/all-purpose.md,1,pos,root,放
all-star,Words/a/all-star.md,1,all-star,word,
all-time,Words/a/all-time.md,1,all-time,word,
all-white,Words/a/all-white.md,1,all-white,word,
all,Words/a/all.md,1,all,word,
allay,Words/a/allay.md,1,alla,stem,
allay,Words/a/allay.md,2,y,suffix,形容词/名词后缀
allegation,Words/a/allegation.md,1,alleg,stem,
allegation,Words/a/allegation.md,2,ation,suffix,名词后缀
allege,Words/a/allege.md,1,allege,word,
alleged,Words/a/alleged.md,1,alleg,stem,
alleged,Words/a/alleged.md,2,ed,suffix,过去/形容词
allegedly,Words/a/allegedly.md,1,alleged,stem,
allegedly,Words/a/allegedly.md,2,ly,suffix,副词后缀
allegiance,Words/a/allegiance.md,1,allegi,stem,
allegiance,Words/a/allegiance.md,2,ance,suffix,名词后缀
allegorical,Words/a/allegorical.md,1,allegor,stem,
allegorical,Words/a/allegorical.md,2,ical,suffix,形容词后缀
allegory,Words/a/allegory.md,1,allegor,stem,
allegory,Words/a/allegory.md,2,y,suffix,形容词/名词后缀
allergen,Words/a/allergen.md,1,allergen,word,
allergic,Words/a/allergic.md,1,allerg,stem,
allergic,Words/a/allergic.md,2,ic,suffix,形容词后缀
allergy,Words/a/allergy.md,1,allerg,stem,
allergy,Words/a/allergy.md,2,y,suffix,形容词/名词后缀
alleviate,Words/a/alleviate.md,1,alleviate,word,
alley,Words/a/alley.md,1,alle,stem,
alley,Words/a/alley.md,2,y,suffix,形容词/名词后缀
alleyway,Words/a/alleyway.md,1,alleywa,stem,
alleyway,Words/a/alleyway.md,2,y,suffix,形容词/名词后缀
alliance,Words/a/alliance.md,1,alli,stem,
alliance,Words/a/alliance.md,2,ance,suffix,名词后缀
allied,Words/a/allied.md,1,alli,stem,
allied,Words/a/allied.md,2,ed,suffix,过去/形容词
alligator,Words/a/alligator.md,1,alligat,stem,
alligator,Words/a/alligator.md,2,or,suffix,人/物
allocate,Words/a/allocate.md,1,allocate,word,
allocation,Words/a/allocation.md,1,alloc,stem,
allocation,Words/a/allocation.md,2,ation,suffix,名词后缀
allot,Words/a/allot.md,1,allot,word,
allotment,Words/a/allotment.md,1,allot,stem,
allotment,Words/a/allotment.md,2,ment,suffix,名词后缀
allow,Words/a/allow.md,1,allow,word,
allowable,Words/a/allowable.md,1,allow,stem,
allowable,Words/a/allowable.md,2,able,suffix,可
allowance,Words/a/allowance.md,1,allow,stem,
allowance,Words/a/allowance.md,2,ance,suffix,名词后缀
alloy,Words/a/alloy.md,1,allo,stem,
alloy,Words/a/alloy.md,2,y,suffix,形容词/名词后缀
allude,Words/a/allude.md,1,allude,word,
allure,Words/a/allure.md,1,all,stem,
allure,Words/a/allure.md,2,ure,suffix,名词后缀
alluring,Words/a/alluring.md,1,allur,stem,
alluring,Words/a/alluring.md,2,ing,suffix,进行/名词
allusion,Words/a/allusion.md,1,allu,stem,
allusion,Words/a/allusion.md,2,sion,suffix,名词后缀
ally,Words/a/ally.md,1,all,stem,
ally,Words/a/ally.md,2,y,suffix,形容词/名词后缀
almighty,Words/a/almighty.md,1,almigh,stem,
almighty,Words/a/almighty.md,2,ty,suffix,性质
almond,Words/a/almond.md,1,almond,word,
almost,Words/a/almost.md,1,almost,word,
aloft,Words/a/aloft.md,1,aloft,word,
alone,Words/a/alone.md,1,alone,word,
along,Words/a/along.md,1,along,word,
alongside,Words/a/alongside.md,1,alongside,word,
aloof,Words/a/aloof.md,1,aloof,word,
aloud,Words/a/aloud.md,1,aloud,word,
alpha,Words/a/alpha.md,1,alpha,word,
alphabet,Words/a/alphabet.md,1,alphabet,word,
alpine,Words/a/alpine.md,1,alpine,word,
already,Words/a/already.md,1,alread,stem,
already,Words/a/already.md,2,y,suffix,形容词/名词后缀
alright,Words/a/alright.md,1,alright,word,
also,Words/a/also.md,1,also,word,
altar,Words/a/altar.md,1,altar,word,
alter,Words/a/alter.md,1,alt,stem,
alter,Words/a/alter.md,2,er,suffix,人/比较级
alteration,Words/a/alteration.md,1,alter,stem,
alteration,Words/a/alteration.md,2,ation,suffix,名词后缀
altercation,Words/a/altercation.md,1,alterc,stem,
altercation,Words/a/altercation.md,2,ation,suffix,名词后缀
altered,Words/a/altered.md,1,alter,stem,
altered,Words/a/altered.md,2,ed,suffix,过去/形容词
alternate,Words/a/alternate.md,1,alternate,word,
alternately,Words/a/alternately.md,1,alternate,stem,
alternately,Words/a/alternately.md,2,ly,suffix,副词后缀
alternating,Words/a/alternating.md,1,alternat,stem,
alternating,Words/a/alternating.md,2,ing,suffix,进行/名词
alternative,Words/a/alternative.md,1,alternat,stem,
alternative,Words/a/alternative.md,2,ive,suffix,形容词后缀
alternatively,Words/a/alternatively.md,1,alternative,stem,
alternatively,Words/a/alternatively.md,2,ly,suffix,副词后缀
although,Words/a/although.md,1,although,word,
altitude,Words/a/altitude.md,1,altitude,word,
altogether,Words/a/altogether.md,1,altogeth,stem,
altogether,Words/a/altogether.md,2,er,suffix,人/比较级
altruism,Words/a/altruism.md,1,altru,stem,
altruism,Words/a/altruism.md,2,ism,suffix,主义
altruistic,Words/a/altruistic.md,1,altruist,stem,
altruistic,Words/a/altruistic.md,2,ic,suffix,形容词后缀
alum,Words/a/alum.md,1,alum,word,
aluminum,Words/a/aluminum.md,1,aluminum,word,
alumnus,Words/a/alumnus.md,1,alumnus,word,
always,Words/a/always.md,1,always,word,
am,Words/a/am.md,1,am,word,
amalgam,Words/a/amalgam.md,1,amalgam,word,
amass,Words/a/amass.md,1,amass,word,
amateur,Words/a/amateur.md,1,amateur,word,
amaze,Words/a/amaze.md,1,amaze,word,
amazed,Words/a/amazed.md,1,amaz,stem,
amazed,Words/a/amazed.md,2,ed,suffix,过去/形容词
amazement,Words/a/amazement.md,1,amaze,stem,
amazement,Words/a/amazement.md,2,ment,suffix,名词后缀
amazing,Words/a/amazing.md,1,amaz,stem,
amazing,Words/a/amazing.md,2,ing,suffix,进行/名词
amazingly,Words/a/amazingly.md,1,amazing,stem,
amazingly,Words/a/amazingly.md,2,ly,suffix,副词后缀
ambassador,Words/a/ambassador.md,1,ambassad,stem,
ambassador,Words/a/ambassador.md,2,or,suffix,人/物
amber,Words/a/amber.md,1,amb,stem,
amber,Words/a/amber.md,2,er,suffix,人/比较级
ambience,Words/a/ambience.md,1,ambi,stem,
ambience,Words/a/ambience.md,2,ence,suffix,名词后缀
ambient,Words/a/ambient.md,1,ambi,stem,
ambient,Words/a/ambient.md,2,ent,suffix,人/物
ambiguity,Words/a/ambiguity.md,1,ambigu,stem,
ambiguity,Words/a/ambiguity.md,2,ity,suffix,性质
ambiguous,Words/a/ambiguous.md,1,ambigu,stem,
ambiguous,Words/a/ambiguous.md,2,ous,suffix,充满
ambition,Words/a/ambition.md,1,ambi,stem,
ambition,Words/a/ambition.md,2,tion,suffix,名词后缀
ambitious,Words/a/ambitious.md,1,ambiti,stem,
ambitious,Words/a/ambitious.md,2,ous,suffix,充满
ambivalence,Words/a/ambivalence.md,1,ambival,stem,
ambivalence,Words/a/ambivalence.md,2,ence,suffix,名词后缀
ambivalent,Words/a/ambivalent.md,1,ambival,stem,
ambivalent,Words/a/ambivalent.md,2,ent,suffix,人/物
amble,Words/a/amble.md,1,amble,word,
ambulance,Words/a/ambulance.md,1,ambul,stem,
ambulance,Words/a/ambulance.md,2,ance,suffix,名词后缀
ambush,Words/a/ambush.md,1,ambush,word,
ameliorate,Words/a/ameliorate.md,1,ameliorate,word,
amen,Words/a/amen.md,1,amen,word,
amenable,Words/a/amenable.md,1,amen,stem,
amenable,Words/a/amenable.md,2,able,suffix,可
amend,Words/a/amend.md,1,amend,word,
amendment,Words/a/amendment.md,1,amend,stem,
amendment,Words/a/amendment.md,2,ment,suffix,名词后缀
amends,Words/a/amends.md,1,amends,word,
amenities,Words/a/amenities.md,1,amenities,word,
american,Words/a/american.md,1,american,word,
americanization,Words/a/americanization.md,1,americaniz,stem,
americanization,Words/a/americanization.md,2,ation,suffix,名词后缀
amiable,Words/a/amiable.md,1,ami,stem,
amiable,Words/a/amiable.md,2,able,suffix,可
amid,Words/a/amid.md,1,amid,word,
amidst,Words/a/amidst.md,1,amidst,word,
amino,Words/a/amino.md,1,amino,word,
amish,Words/a/amish.md,1,amish,word,
amiss,Words/a/amiss.md,1,miss,root,送
ammo,Words/a/ammo.md,1,ammo,word,
ammonia,Words/a/ammonia.md,1,ammonia,word,
ammunition,Words/a/ammunition.md,1,ammuni,stem,
ammunition,Words/a/ammunition.md,2,tion,suffix,名词后缀
amnesia,Words/a/amnesia.md,1,amnesia,word,
amnesty,Words/a/amnesty.md,1,amnes,stem,
amnesty,Words/a/amnesty.md,2,ty,suffix,性质
amok,Words/a/amok.md,1,amok,word,
among,Words/a/among.md,1,among,word,
amongst,Words/a/amongst.md,1,amongst,word,
amorous,Words/a/amorous.md,1,amor,stem,
amorous,Words/a/amorous.md,2,ous,suffix,充满
amorphous,Words/a/amorphous.md,1,amorph,stem,
amorphous,Words/a/amorphous.md,2,ous,suffix,充满
amount,Words/a/amount.md,1,amount,word,
amp,Words/a/amp.md,1,amp,word,
amphetamine,Words/a/amphetamine.md,1,amphetamine,word,
amphibian,Words/a/amphibian.md,1,amphibian,word,
amphibious,Words/a/amphibious.md,1,amphibi,stem,
amphibious,Words/a/amphibious.md,2,ous,suffix,充满
amphitheater,Words/a/amphitheater.md,1,amphitheat,stem,
amphitheater,Words/a/amphitheater.md,2,er,suffix,人/比较级
ample,Words/a/ample.md,1,ample,word,
amplification,Words/a/amplification.md,1,fic,root,做
amplification,Words/a/amplification.md,2,ation,suffix,名词后缀
amplifier,Words/a/amplifier.md,1,amplifi,stem,
amplifier,Words/a/amplifier.md,2,er,suffix,人/比较级
amplify,Words/a/amplify.md,1,amplif,stem,
amplify,Words/a/amplify.md,2,y,suffix,形容词/名词后缀
amplitude,Words/a/amplitude.md,1,amplitude,word,
amply,Words/a/amply.md,1,amp,stem,
amply,Words/a/amply.md,2,ly,suffix,副词后缀
amputate,Words/a/amputate.md,1,amputate,word,
amputation,Words/a/amputation.md,1,amput,stem,
amputation,Words/a/amputation.md,2,ation,suffix,名词后缀
amputee,Words/a/amputee.md,1,amputee,word,
