id,word,example_no,sentence,translation,word_meaning
000091,accidentally,1,I accidentally spilled coffee on my shirt.,我不小心把咖啡洒在了衬衫上。,不小心；偶然地
000091,accidentally,2,She accidentally deleted the important file.,她不小心删除了重要文件。,意外地；偶然地
000091,accidentally,3,He accidentally broke the vase while cleaning the room.,他在打扫房间时不小心打碎了花瓶。,无意地；偶然
000092,acclaim,1,The new movie received widespread acclaim from critics and audiences alike.,这部新电影受到了评论家和观众的广泛称赞。,称赞；赞扬
000092,acclaim,2,The athlete was greeted with acclaim when she returned home.,这位运动员回家时受到了热烈的称赞。,欢呼；喝彩
000092,acclaim,3,The book has achieved international acclaim for its innovative ideas.,这本书因其创新的想法获得了国际赞誉。,赞誉；认可
000093,accolade,1,The actor received numerous accolades for his outstanding performance.,这位演员因其出色的表演获得了众多的赞誉。,赞誉；表扬
000093,accolade,2,The book has won several literary accolades.,这本书赢得了几项文学方面的荣誉。,荣誉；奖励
000093,accolade,3,She was given the highest accolade in her field.,她在自己的领域获得了最高的称赞。,称赞；嘉许
000094,accommodate,1,The hotel can accommodate up to 500 guests.,这家酒店最多能容纳 500 位客人。,容纳
000094,accommodate,2,He was willing to accommodate my request.,他愿意满足我的要求。,满足
000094,accommodate,3,The new sofa can accommodate three people comfortably.,这张新沙发能舒适地容纳三个人。,容纳
000095,accommodation,1,"The hotel offers various types of accommodation, including single rooms and suites.",这家酒店提供各种类型的住宿，包括单人间和套房。,住宿；住处
000095,accommodation,2,We need to find suitable accommodation for the conference participants.,我们需要为会议参与者找到合适的住处。,住处；膳宿
000095,accommodation,3,The accommodation provided by the company was not satisfactory.,公司提供的住宿条件不令人满意。,住宿；膳宿
000096,accompaniment,1,The piano accompaniment added a beautiful touch to the singer\'s performance.,钢琴伴奏为歌手的表演增添了美妙的一笔。,伴奏
000096,accompaniment,2,The salad was served as an accompaniment to the main course.,沙拉作为主菜的配菜被端上来。,配菜；伴随物
000096,accompaniment,3,The flute accompaniment enhanced the charm of the dance.,长笛伴奏增强了舞蹈的魅力。,伴奏
000097,accompany,1,She accompanied her friend to the shopping mall.,她陪她的朋友去了购物中心。,陪伴
000097,accompany,2,The music accompanies the dance performance perfectly.,音乐与舞蹈表演完美搭配。,伴随；和......同时发生
000097,accompany,3,He was accompanied by his lawyer to the court.,他由他的律师陪同去了法庭。,陪同；陪伴
000098,accompanying,1,The accompanying music added to the charm of the performance.,伴随的音乐增添了表演的魅力。,伴随的
000098,accompanying,2,"She had all the necessary documents, along with the accompanying explanations.",她有所有必要的文件，还有随附的解释。,随附的
000098,accompanying,3,The doctor provided the patient with the accompanying treatment plan.,医生给病人提供了配套的治疗方案。,配套的
000099,accomplice,1,The thief had an accomplice who helped him escape.,这个小偷有一个帮他逃跑的同伙。,同伙；共犯
000099,accomplice,2,She was accused of being an accomplice in the robbery.,她被指控为这起抢劫案的从犯。,从犯
000099,accomplice,3,The police are looking for the accomplice of the murderer.,警方正在寻找凶手的同谋。,同谋
000100,accomplish,1,I accomplished all my tasks before the deadline.,我在截止日期前完成了我所有的任务。,完成
000100,accomplish,2,She has accomplished her goal of learning a new language.,她已经实现了学习一门新语言的目标。,实现
000100,accomplish,3,They accomplished the difficult project with great effort.,他们付出巨大努力完成了这个困难的项目。,完成
000101,accomplished,1,She is an accomplished pianist.,她是一位有造诣的钢琴家。,有造诣的；有成就的；熟练的
000101,accomplished,2,The team accomplished the task ahead of schedule.,这个团队提前完成了任务。,完成；实现
000101,accomplished,3,He is accomplished in many fields.,他在许多领域都很出色。,擅长的；精通的
000102,accomplishment,1,The accomplishment of this project required a lot of teamwork and dedication.,这个项目的完成需要大量的团队合作和奉献精神。,完成；成就
000102,accomplishment,2,Her greatest accomplishment was winning the championship.,她最大的成就就是赢得了冠军。,成就
000102,accomplishment,3,The sense of accomplishment after finishing the marathon was overwhelming.,完成马拉松后的成就感是巨大的。,成就感
000103,accord,1,The two sides reached an accord after long negotiations.,经过长时间的谈判，双方达成了协议。,协议；协定
000103,accord,2,His words are in accord with his actions.,他言行一致。,一致；符合
000103,accord,3,We accorded him a warm welcome.,我们给他以热烈的欢迎。,给予；授予
000104,accordance,1,"In accordance with your request, I have prepared the report.",依照你的要求，我已经准备了这份报告。,依照；根据
000104,accordance,2,The action was taken in accordance with the law.,这个行动是依法采取的。,按照；依据
000104,accordance,3,We should act in accordance with the rules.,我们应该按照规则行事。,与......一致；按照
000105,according,1,"According to the weather forecast, it will rain tomorrow.",根据天气预报，明天会下雨。,根据
000105,according,2,Everything went according to plan.,一切都按计划进行。,按照
000105,according,3,"According to her, the book is very interesting.",据她说，这本书很有趣。,据\...\...所说
000106,accordingly,1,"We have a new problem. Accordingly, we need a new solution.",我们有了一个新问题。因此，我们需要一个新的解决方案。,因此；所以
000106,accordingly,2,He was asked to leave the city and accordingly he went.,有人叫他离开这座城市，于是他就走了。,于是；相应地
000106,accordingly,3,"The cost of materials rose sharply last year. Accordingly, we were forced to increase our prices.",去年材料成本急剧上涨。相应地，我们被迫提高价格。,相应地；照着
000107,accordion,1,The musician played the accordion beautifully at the concert.,这位音乐家在音乐会上优美地演奏了手风琴。,手风琴
000107,accordion,2,She carried an accordion on her back as she walked along the street.,她沿街走着，背上背着一架手风琴。,手风琴
000107,accordion,3,The sound of the accordion filled the small room.,手风琴的声音充满了这个小房间。,手风琴
000108,accost,1,He was accosted by a stranger in the street.,他在街上被一个陌生人搭讪。,（以不友好或挑衅的方式）上前与\...搭话
000108,accost,2,She was accosted by a beggar asking for money.,她被一个要钱的乞丐拦住了。,（尤指在街上）上前与\...攀谈
000108,accost,3,The drunk man accosted several passers-by.,那个醉汉与好几个路人搭话。,主动跟\...攀谈
000109,account,1,I have an account with that bank.,我在那家银行有一个账户。,账户
000109,account,2,The police gave an account of the accident.,警方对事故作了陈述。,陈述
000109,account,3,"On account of the bad weather, we had to cancel the trip.",由于天气恶劣，我们不得不取消旅行。,由于
000110,accountability,1,The CEO emphasized the importance of accountability in the company\'s decision-making process.,这位首席执行官强调了在公司决策过程中责任的重要性。,责任；有责任，有义务
000110,accountability,2,There needs to be greater accountability for government spending.,对于政府开支需要有更大的责任追究。,责任追究；问责制
000110,accountability,3,The new policy aims to increase accountability among public officials.,新政策旨在提高公职人员的责任意识。,责任；职责
000111,accountable,1,Managers must be accountable for their decisions.,经理们必须对他们的决策负责。,有责任的；应作解释的
000111,accountable,2,Public officials should be accountable to the people.,公职人员应该对人民负责。,对......负责
000111,accountable,3,The company is accountable for any damage caused by its products.,该公司对其产品造成的任何损害负责。,对......负有责任
