id,word,pos,uk,us,meaning,file
000177,acuity,n.,ə\'kjuːɪtɪ,ə\'kjuəti,"n.尖锐,(疾病的)剧烈,(视力、才智等的)敏锐",C:\GTT\EnglishDB\Words\a\acuity.md
000178,acumen,n.,ˈækjʊmen;əˈkju:mən,əˈkjumən,"n.敏锐,聪明",C:\GTT\EnglishDB\Words\a\acumen.md
000179,acupuncture,n.,"\'ækjʊ,pʌŋ(k)tʃə",\'ækjupʌŋktʃɚ,n.针刺疗法v.施行针刺疗法,C:\GTT\EnglishDB\Words\a\acupuncture.md
000180,acute,adj.,ə\'kjuːt,ə\'kjut,"adj.敏锐的,[医]急性的,剧烈",C:\GTT\EnglishDB\Words\a\acute.md
000181,acutely,adv.,ə\'kjuːtlɪ,ə\'kjutli,"adv.尖锐地,剧烈地",C:\GTT\EnglishDB\Words\a\acutely.md
000182,ad,n.,æd,\'e \'di,"n.广告 [域] Andorra ,安道尔 [军] Air Defense,防空 (AD) 公元 (Anno Domini)",C:\GTT\EnglishDB\Words\a\ad.md
000183,adage,n.,\'ædɪdʒ,\'ædɪdʒ,"n.格言,谚语",C:\GTT\EnglishDB\Words\a\adage.md
000184,adamant,adj.,\'ædəm(ə)nt,\'ædəmənt,adj.坚硬的,C:\GTT\EnglishDB\Words\a\adamant.md
000185,adapt,vt.,ə\'dæpt,ə\'dæpt,"vt.使适应,改编",C:\GTT\EnglishDB\Words\a\adapt.md
000186,adaptability,n.,"ə,dæptə\'bɪlətɪ","ə,dæptə\'bɪləti",n.适应性,C:\GTT\EnglishDB\Words\a\adaptability.md
000187,adaptable,adj.,ə\'dæptəb(ə)l,ə\'dæptəbl,"adj.能适应的,可修改的",C:\GTT\EnglishDB\Words\a\adaptable.md
000188,adaptation,n.,ædəp\'teɪʃ(ə)n,",ædæp\'teʃən","n.适应,改编,改写本",C:\GTT\EnglishDB\Words\a\adaptation.md
000189,adapter,n.,ə\'dæptə,ə\'dæptɚ,"n.适配器,改编者;扩充卡或特殊设计的电路",C:\GTT\EnglishDB\Words\a\adapter.md
000190,adaptive,adj.,ə\'dæptɪv,ə\'dæptɪv,adj.适应的,C:\GTT\EnglishDB\Words\a\adaptive.md
000191,add,vt.,æd,æd,"vt.增加,添加,计算\...总和,补充说,又说;vi.加,加起来,增添,做加法",C:\GTT\EnglishDB\Words\a\add.md
000192,added,adj.,\'ædɪd,\'ædɪd,"adj.更多的,附加的,额外的",C:\GTT\EnglishDB\Words\a\added.md
000193,addict,vt.,\'ædɪkt (for n.); əˈdɪkt (for v.),\'ædɪkt (for n.); əˈdɪkt (for v.),"vt.使沉溺,使上瘾;n.入迷的人,有瘾的人",C:\GTT\EnglishDB\Words\a\addict.md
000194,addiction,n.,ə\'dɪkʃ(ə)n,ə\'dɪkʃən,"n.沉溺,上瘾",C:\GTT\EnglishDB\Words\a\addiction.md
000195,addictive,adj.,ə\'dɪktɪv,ə\'dɪktɪv,adj.上瘾的,C:\GTT\EnglishDB\Words\a\addictive.md
000196,addition,n.,ə\'dɪʃ(ə)n,ə\'dɪʃən,"n.加,加起来,增加物,增加,加法",C:\GTT\EnglishDB\Words\a\addition.md
000197,additional,adj.,ə\'dɪʃ(ə)n(ə)l,ə\'dɪʃənl,"adj.另外的,附加的,额外的",C:\GTT\EnglishDB\Words\a\additional.md
000198,additionally,adv.,ə\'dɪʃənəlɪ,ə\'dɪʃənli,"adv.加之,又",C:\GTT\EnglishDB\Words\a\additionally.md
000199,additive,adj.,\'ædɪtɪv,\'ædətɪv,"adj.附加的,加成的,添加的;n.添加剂adj.添加的,附加的,加法的",C:\GTT\EnglishDB\Words\a\additive.md
000200,address,n.,ə\'dres,,"n.地址,致辞,演讲,说话的技巧vt.向\...致辞,演说,写姓名地址,从事,忙于",C:\GTT\EnglishDB\Words\a\address.md
000201,adept,adj.,ə\'dept; \'ædept,ə\'dɛpt,"adj.熟练的,拿手的;n.老手,擅长者",C:\GTT\EnglishDB\Words\a\adept.md
000202,adequacy,n.,\'ædɪkwəsɪ,\'ædəkwəsi,"n.适当,足够",C:\GTT\EnglishDB\Words\a\adequacy.md
000203,adequately,adv.,\'ædɪkwətli,\'ædɪkwətli,adv.充分地,C:\GTT\EnglishDB\Words\a\adequately.md
000204,adhere,vi.,əd\'hɪə,əd\'hɪr,"vi.粘附,胶着,坚持v.坚持",C:\GTT\EnglishDB\Words\a\adhere.md
000205,adherence,n.,əd\'hɪərəns,əd\'hɪrəns,"n.粘着,忠诚,坚持",C:\GTT\EnglishDB\Words\a\adherence.md
000206,adherent,n.,əd\'hɪər(ə)nt,əd\'hɪrənt,"n.信徒,追随者,拥护者",C:\GTT\EnglishDB\Words\a\adherent.md
000207,adhesive,adj.,əd\'hiːsɪv; -zɪv,əd\'hisɪv,"adj.带粘性的,胶粘;n.粘合剂",C:\GTT\EnglishDB\Words\a\adhesive.md
000208,adjacent,adj.,ə\'dʒeɪs(ə)nt,ə\'dʒesnt,"adj.邻近的,接近的",C:\GTT\EnglishDB\Words\a\adjacent.md
000209,adjective,n.,\'ædʒɪktɪv,\'ædʒɪktɪv,n.形容词,C:\GTT\EnglishDB\Words\a\adjective.md
000210,adjoin,v.,ə\'dʒɒɪn,ə\'dʒɔɪn,"v.邻接,毗连",C:\GTT\EnglishDB\Words\a\adjoin.md
000211,adjoining,adj.,ə\'dʒɒɪnɪŋ,ə\'dʒɔɪnɪŋ,"adj.邻接的,隔壁的",C:\GTT\EnglishDB\Words\a\adjoining.md
000212,adjourn,vi.,ə\'dʒɜːn,ə\'dʒɝn,"vi.延期,休会,换另一 个地方vt.使中止,推迟",C:\GTT\EnglishDB\Words\a\adjourn.md
000213,adjudicate,v.,ə\'dʒuːdɪkeɪt,ə\'dʒudɪket,"v.判决,宣判,裁定",C:\GTT\EnglishDB\Words\a\adjudicate.md
000214,adjunct,n.,\'ædʒʌŋ(k)t,\'ædʒʌŋkt,"n.附件,助手adj.附属的",C:\GTT\EnglishDB\Words\a\adjunct.md
000215,adjust,vt.,ə\'dʒʌst,ə\'dʒʌst,"vt.调整,调节,校准,使适合",C:\GTT\EnglishDB\Words\a\adjust.md
000216,adjustable,adj.,əˈdʒʌstəbl,əˈdʒʌstəbl,adj.可调整的,C:\GTT\EnglishDB\Words\a\adjustable.md
000217,adjusted,adj.,ə\'dʒʌstɪd,ə\'dʒʌstɪd,adj.调整过的,C:\GTT\EnglishDB\Words\a\adjusted.md
000218,adjuster,n.,əˈdʒʌstə,əˈdʒʌstər,"n.调停者,调节器",C:\GTT\EnglishDB\Words\a\adjuster.md
000219,adjustment,n.,ə\'dʒʌs(t)m(ə)nt,ə\'dʒʌstmənt,"n.调整,调节,调节器",C:\GTT\EnglishDB\Words\a\adjustment.md
000220,administer,v.,əd\'mɪnɪstə,əd\'mɪnɪstɚ,"v.管理,给予,执行",C:\GTT\EnglishDB\Words\a\administer.md
000221,administration,,ədmɪnɪ\'streɪʃ(ə)n,"əd,mɪnɪ\'streʃən","/[)n/n.管理,经营,衅]网络管理",C:\GTT\EnglishDB\Words\a\administration.md
000222,administrative,,əd\'mɪnɪstrətɪv,əd\'mɪnɪstretɪv,court//n.行政法庭 law//n.行政法,C:\GTT\EnglishDB\Words\a\administrative.md
000223,administrator,n.,əd\'mɪnɪstreɪtə,əd\'mɪnɪstretɚ,"n.管理人,行政官 (Administrator)[计]网络管理员",C:\GTT\EnglishDB\Words\a\administrator.md
000224,admirable,adj.,\'ædm(ə)rəb(ə)l,\'ædmərəbl,"adj.令人倾佩的,值的赞美的,绝妙的,极好的",C:\GTT\EnglishDB\Words\a\admirable.md
000225,admirably,adv.,\'ædmərəbli,\'ædmərəbli,"adv.极好地,美好地",C:\GTT\EnglishDB\Words\a\admirably.md
000226,admiral,n.,\'ædm(ə)r(ə)l,\'ædmərəl,"n.海军上将,舰队司令,旗舰",C:\GTT\EnglishDB\Words\a\admiral.md
000227,admiration,n.,ædmə\'reɪʃ(ə)n,",ædmə\'reʃən","n.钦佩,赞美,羡慕",C:\GTT\EnglishDB\Words\a\admiration.md
000228,admire,v.,əd\'maɪə,ədˈmaɪr,"v.赞美,钦佩,羡慕",C:\GTT\EnglishDB\Words\a\admire.md
000229,admirer,n.,əd\'maɪərə,əd\'maɪərɚ,"n.景慕者,赞赏者,敬慕者",C:\GTT\EnglishDB\Words\a\admirer.md
000230,admiring,adj.,əd\'maɪərɪŋ,əd\'maɪrɪŋ,"adj.赞赏的,钦佩的",C:\GTT\EnglishDB\Words\a\admiring.md
000231,admission,n.,əd\'mɪʃ(ə)n,əd\'mɪʃən,"n.允许进入,承认某事之陈述,供认",C:\GTT\EnglishDB\Words\a\admission.md
000232,admit,v.,əd\'mɪt,əd\'mɪt,"v.容许,承认,接纳",C:\GTT\EnglishDB\Words\a\admit.md
000233,admittedly,adv.,əd\'mɪtɪdlɪ,əd\'mɪtɪdli,"adv.公认地,诚然,无可否认的",C:\GTT\EnglishDB\Words\a\admittedly.md
000234,admonish,vt.,əd\'mɒnɪʃ,əd\'mɑnɪʃ,"vt.劝告,训诫,警告",C:\GTT\EnglishDB\Words\a\admonish.md
000235,admonition,n.,",ædmə\'nɪʃ(ə)n",",ædmə\'nɪʃən",n.警告,C:\GTT\EnglishDB\Words\a\admonition.md
000236,adobe,n.,ə\'dəʊbɪ; ə\'dəʊb,\'ədobɪ,"n.砖坯,土砖 美国Adobe公司,是著名的图形图像和排版软件的生产商",C:\GTT\EnglishDB\Words\a\adobe.md
000237,adolescence,n.,ædə\'les(ə)ns,",ædə\'lɛsns",n.青春期(一般指成年以前由13至15的发育期),C:\GTT\EnglishDB\Words\a\adolescence.md
000238,adolescent,adj.,ædə\'les(ə)nt,",ædə\'lɛsnt","adj.青春期的,青春的;n.青少年",C:\GTT\EnglishDB\Words\a\adolescent.md
000239,adopt,vt.,ə\'dɒpt,ə\'dɑpt,"vt.采用,收养",C:\GTT\EnglishDB\Words\a\adopt.md
000240,adopted,adj.,ə\'dɒptɪd,ə\'dɑptɪd,"adj.被收养的,被采用的",C:\GTT\EnglishDB\Words\a\adopted.md
000241,adoption,n.,ə\'dɒpʃ(ə)n,ə\'dɑpʃən,"n.采用,收养",C:\GTT\EnglishDB\Words\a\adoption.md
000242,adoptive,adj.,ə\'dɒptɪv,ə\'dɑptɪv,"adj.收养关系的,采用的",C:\GTT\EnglishDB\Words\a\adoptive.md
000243,adorable,adj.,ə\'dɔːrəb(ə)l,ə\'dɔrəbl,"adj.可崇拜的,可爱的",C:\GTT\EnglishDB\Words\a\adorable.md
000244,adoration,n.,ædə\'reɪʃ(ə)n,",ædə\'reʃən","n.崇拜,爱慕,受崇拜(或爱慕)的对象",C:\GTT\EnglishDB\Words\a\adoration.md
000245,adore,v.,ə\'dɔː,ə\'dɔr,"v.崇拜,爱慕,(口语)喜爱",C:\GTT\EnglishDB\Words\a\adore.md
000246,adoring,adj.,əˈdɔːrɪŋ,əˈdɔːrɪŋ,"adj.崇拜的,敬慕的",C:\GTT\EnglishDB\Words\a\adoring.md
000247,adorn,v.,ə\'dɔːn,ə\'dɔrn,v.装饰,C:\GTT\EnglishDB\Words\a\adorn.md
000248,adornment,n.,əˈdɔːnmənt,əˈdɔːrnmənt,"n.装饰,装饰品",C:\GTT\EnglishDB\Words\a\adornment.md
000249,adrift,adv.,ə\'drɪft,ə\'drɪft,"adv.漂浮着,随波逐流地adj.漂泊的",C:\GTT\EnglishDB\Words\a\adrift.md
000250,adulation,n.,ædjʊ\'leɪʃ(ə)n,",ædʒə\'leʃən","n.奉承,阿谀",C:\GTT\EnglishDB\Words\a\adulation.md
000251,adult,n.,\'ædʌlt; ə\'dʌlt,əˈdʌlt,"n.成人,成年人adj.成人的,成熟的",C:\GTT\EnglishDB\Words\a\adult.md
000252,adultery,n.,ə\'dʌlt(ə)rɪ,ə\'dʌltəri,"n.通奸,通奸行为",C:\GTT\EnglishDB\Words\a\adultery.md
000253,adulthood,n.,\'ædʌlthʊd,\'ædʌlthʊd,n.成人期,C:\GTT\EnglishDB\Words\a\adulthood.md
000254,advance,n.,əd\'vɑːns,əd\'væns,"n.前进,提升,预付款v.前进,提前,预付adj.前面的,预先的 预付(款项)",C:\GTT\EnglishDB\Words\a\advance.md
000255,advanced,adj.,ədˈvɑ:nst,əd\'vænst,"adj.高级的,年老的,先进的",C:\GTT\EnglishDB\Words\a\advanced.md
000256,advancement,n.,əd\'vɑːnsm(ə)nt,əd\'vænsmənt,"n.前进,进步",C:\GTT\EnglishDB\Words\a\advancement.md
000257,advantage,n.,əd\'vɑːntɪdʒ,əd\'væntɪdʒ,"n.优势,有利条件,利益",C:\GTT\EnglishDB\Words\a\advantage.md
000258,advantageous,adj.,ædvən\'teɪdʒəs,\'ædvən\'tedʒəs,adj.有利的,C:\GTT\EnglishDB\Words\a\advantageous.md
000259,advent,n.,ˈædvent,ˈædvent,"n.(尤指不寻常的人或事)出现,到来 (Advent)n. 基督降临 2降临节",C:\GTT\EnglishDB\Words\a\advent.md
000260,adventure,n.,əd\'ventʃə,əd\'vɛntʃɚ,"n.冒险,冒险的经历v.冒险",C:\GTT\EnglishDB\Words\a\adventure.md
000261,adventurer,n.,əd\'ventʃ(ə)rə,əd\'vɛntʃərɚ,n.冒险家,C:\GTT\EnglishDB\Words\a\adventurer.md
000262,adventurous,adj.,əd\'ventʃ(ə)rəs,əd\'vɛntʃərəs,"adj.喜欢冒险的,敢做敢为的,充满危险的",C:\GTT\EnglishDB\Words\a\adventurous.md
000263,adversarial,adj.,",ædvə\'seərɪəl",",ædvɚ\'sɛrɪəl","adj.敌手的,对手的,对抗(性)的",C:\GTT\EnglishDB\Words\a\adversarial.md
000264,adversary,n.,\'ædvəs(ə)rɪ,\'ædvɚsɛri,"n.敌手,对手",C:\GTT\EnglishDB\Words\a\adversary.md
000265,adverse,adj.,\'ædvɜːs,"ædˈvɚs, ˈædˌvɚs","adj.不利的,敌对的,相反的",C:\GTT\EnglishDB\Words\a\adverse.md
000266,adversely,adv.,əd\'vɜ:slɪ,æd\'vɝsli,"adv.逆地,反对地",C:\GTT\EnglishDB\Words\a\adversely.md
000267,adversity,n.,əd\'vɜːsɪtɪ,əd\'vɝsəti,"n.不幸,灾祸,逆境",C:\GTT\EnglishDB\Words\a\adversity.md
000268,advertise,v.,\'ædvətaɪz,\'ædvɚtaɪz,"v.做广告,登广告",C:\GTT\EnglishDB\Words\a\advertise.md
000269,advertisement,n.,ədˈvɜ:tɪsmənt,",ædvɚ\'taɪzmənt","n.广告,做广告",C:\GTT\EnglishDB\Words\a\advertisement.md
000270,advertiser,n.,ˈædvətaɪzə(r),ˈædvərtaɪzər,"n.登广告者,广告客户",C:\GTT\EnglishDB\Words\a\advertiser.md
000271,advertising,n.,\'ædvətaɪzɪŋ,\'ædvɚ\'taɪzɪŋ,"n.广告业,广告adj.广告的",C:\GTT\EnglishDB\Words\a\advertising.md
000272,advice,n.,əd\'vaɪs,ədˈvaɪs,"n.忠告,建议,[商]通知",C:\GTT\EnglishDB\Words\a\advice.md
000273,advisable,adj.,əd\'vaɪzəb(ə)l,əd\'vaɪzəbl,"adj.可取的,明智的",C:\GTT\EnglishDB\Words\a\advisable.md
000274,advise,vt.,əd\'vaɪz,əd\'vaɪz,"vt.劝告,忠告,警告,建议",C:\GTT\EnglishDB\Words\a\advise.md
000275,adviser,n.,əd\'vaɪzə,əd\'vaɪzɚ,"n.顾问,\<美> (学生的)指导老师",C:\GTT\EnglishDB\Words\a\adviser.md
000276,advisor,n.,əd\'vaɪzə,əd\'vaɪzɚ,"n.顾问,\<美> (学生的)指导老师",C:\GTT\EnglishDB\Words\a\advisor.md
000277,advisory,adj.,əd\'vaɪz(ə)rɪ,əd\'vaɪzəri,"adj.顾问的,咨询的,劝告的",C:\GTT\EnglishDB\Words\a\advisory.md
000278,advocacy,n.,\'ædvəkəsɪ,\'ædvəkəsi,"n.拥护,鼓吹,辩护,辩护术",C:\GTT\EnglishDB\Words\a\advocacy.md
000279,advocate,n.,\'ædvəkeɪt；-ət,ˈædvəkeɪt；-et,"n.提倡者,鼓吹者vt.提倡,鼓吹",C:\GTT\EnglishDB\Words\a\advocate.md
000280,aegis,n.,\'iːdʒɪs,\'idʒɪs,"n.[希神]羊皮盾,保护,庇护,支持",C:\GTT\EnglishDB\Words\a\aegis.md
000281,aerial,adj.,\'eərɪəl,\'ɛrɪəl,"adj.航空的,生活在空气中的,空气的,高耸的n.天线",C:\GTT\EnglishDB\Words\a\aerial.md
000282,aerobic,adj.,eə\'rəʊbɪk,ɛ\'robɪk,"adj.依靠氧气的,与需氧菌有关的,增氧健身法的",C:\GTT\EnglishDB\Words\a\aerobic.md
000283,aerobics,n.,eə\'rəʊbɪks,ɛ\'robɪks,"n.有氧运动法,增氧健身法(指跑步,优越等增强心肺循环功能的运动)",C:\GTT\EnglishDB\Words\a\aerobics.md
000284,aerodynamic,adj.,ˌeərəʊdaɪˈnæmɪk,ˌeroʊdaɪˈnæmɪk,adj.空气动力学的,C:\GTT\EnglishDB\Words\a\aerodynamic.md
000285,aerosol,n.,\'eərəsɒl,\'ɛrəsɔl,"n.浮质(气体中的悬浮微粒,如烟,雾等),[化]气溶胶,气雾剂,烟雾剂",C:\GTT\EnglishDB\Words\a\aerosol.md
000286,aerospace,n.,\'eərəspeɪs,\'ɛrospes,n.航空宇宙,C:\GTT\EnglishDB\Words\a\aerospace.md
000287,aesthetic,adj.,i:sˈθetɪk,esˈθetɪk; ɛsˈθɛtɪk,"adj.美学的,审美的,有审美感的",C:\GTT\EnglishDB\Words\a\aesthetic.md
000288,aesthetically,adv.,iːs\'θetɪkəlɪ,ɛs\'θɛtɪkli,"adv.审美地,美学观点上地",C:\GTT\EnglishDB\Words\a\aesthetically.md
000289,aesthetics,n.,iːs\'θetɪks; es-,ɛs\'θɛtɪks,"n.美学,美术理论,审美学,美的哲学",C:\GTT\EnglishDB\Words\a\aesthetics.md
000290,afar,adv.,əˈfɑː(r),əˈfɑːr,adv.遥远地,C:\GTT\EnglishDB\Words\a\afar.md
000291,affable,adj.,\'æfəb(ə)l,\'æfəbl,adj.和蔼可亲的,C:\GTT\EnglishDB\Words\a\affable.md
000292,affair,n.,ə\'feə,ə\'fɛr,"n.事务,事件,私事,恋爱事件,(尤指关系不长久的)风流韵事",C:\GTT\EnglishDB\Words\a\affair.md
000293,affect,vt.,ə\'fekt,ə\'fɛkt,"vt.影响,感动,侵袭,假装",C:\GTT\EnglishDB\Words\a\affect.md
000294,affected,adj.,ə\'fektɪd,ə\'fɛktɪd,"adj.受到影响的,受(疾病)侵袭的,假装的,做作的",C:\GTT\EnglishDB\Words\a\affected.md
000295,affection,n.,ə\'fekʃ(ə)n,ə\'fɛkʃən,"n.友爱,爱情,影响,疾病,倾向",C:\GTT\EnglishDB\Words\a\affection.md
000296,affectionate,adj.,ə\'fekʃ(ə)nət,ə\'fɛkʃənət,"adj.亲爱的,挚爱的",C:\GTT\EnglishDB\Words\a\affectionate.md
000297,affectionately,adv.,ə\'fekʃənətlɪ,ə\'fɛkʃənɪtli,"adv.挚爱地,亲切地",C:\GTT\EnglishDB\Words\a\affectionately.md
000298,affective,adj.,ə\'fektɪv,ə\'fɛktɪv,"adj.情感的,表达感情的",C:\GTT\EnglishDB\Words\a\affective.md
000299,affidavit,n.,",æfɪ\'deɪvɪt",",æfə\'devɪt","n.\<美>[律]宣誓书,(经陈诉者宣誓在法律上可采作证据的)书面陈述",C:\GTT\EnglishDB\Words\a\affidavit.md
000300,affiliate,v.,ə\'fɪlɪeɪt,ə\'fɪlɪet,"v.(使\...)加入,接受为会员",C:\GTT\EnglishDB\Words\a\affiliate.md
000301,affiliated,adj.,ə\'fɪlɪeɪtɪd,ə\'fɪlɪetɪd,"adj.附属的,有关连的",C:\GTT\EnglishDB\Words\a\affiliated.md
000302,affiliation,n.,əfɪlɪ\'eɪʃ(ə)n,"ə,fɪlɪ\'eʃən","n.联系,从属关系",C:\GTT\EnglishDB\Words\a\affiliation.md
000303,affinity,n.,ə\'fɪnɪtɪ,ə\'fɪnəti,"n.密切关系,吸引力,姻亲关系,亲合力",C:\GTT\EnglishDB\Words\a\affinity.md
000304,affirm,v.,ə\'fɜːm,ə\'fɝm,"v.断言,确认,肯定",C:\GTT\EnglishDB\Words\a\affirm.md
000305,affirmation,n.,æfə\'meɪʃ(ə)n,",æfɚ\'meʃən","n.断言,主张,肯定",C:\GTT\EnglishDB\Words\a\affirmation.md
000306,affirmative,adj.,ə\'fɜːmətɪv,ə\'fɝmətɪv,"adj.肯定的,(对正式辩论中的问题)表示赞成的,(态度,方法等)积极的,乐观的,怀有希望的n.肯定语",C:\GTT\EnglishDB\Words\a\affirmative.md
000307,affix,vt.,ə\'fɪks,ə\'fɪks,"vt.使附于,粘贴n.[语]词缀",C:\GTT\EnglishDB\Words\a\affix.md
000308,afflict,vt.,ə\'flɪkt,ə\'flɪkt,"vt.使痛苦,折磨",C:\GTT\EnglishDB\Words\a\afflict.md
000309,affliction,n.,əˈflɪkʃn,əˈflɪkʃn,"n.痛苦,苦恼",C:\GTT\EnglishDB\Words\a\affliction.md
000310,affluence,n.,\'æflʊəns,\'æflʊəns,"n.富裕,富足",C:\GTT\EnglishDB\Words\a\affluence.md
000311,affluent,adj.,\'æflʊənt,\'æfluənt,"adj.丰富的,富裕的",C:\GTT\EnglishDB\Words\a\affluent.md
000312,afford,vt.,ə\'fɔːd,ə\'fɔrd,"vt.提供,给予,供应得起,",C:\GTT\EnglishDB\Words\a\afford.md
000313,affront,n.,ə\'frʌnt,ə\'frʌnt,"n.公开侮辱,轻蔑vt.公开侮辱,冒犯,面对",C:\GTT\EnglishDB\Words\a\affront.md
000314,aficionado,n.,"ə,fɪsjə\'nɑːdəʊ; -,fɪʃjə-","ə,fɪʃə\'nɑdo","n.\<西班牙>狂热爱好者,迷",C:\GTT\EnglishDB\Words\a\aficionado.md
000315,afield,adv.,ə\'fiːld,ə\'fild,"adv.离开(家乡),在战场上,在田野",C:\GTT\EnglishDB\Words\a\afield.md
000316,afloat,adj.,ə\'fləʊt,ə\'flot,"adj.adv.飘浮的,在海上的,传播的",C:\GTT\EnglishDB\Words\a\afloat.md
000317,afoot,adj.,ə\'fʊt,ə\'fʊt,"adj.徒步的,准备中,进行中的adv.在准备中,在进行中",C:\GTT\EnglishDB\Words\a\afoot.md
000318,aforementioned,adj.,əfɔː\'menʃənd,"ə,fɔr\'mɛnʃənd","adj.上述的,前述的",C:\GTT\EnglishDB\Words\a\aforementioned.md
000319,afraid,adj.,ə\'freɪd,ə\'fred,"adj.害怕,担心",C:\GTT\EnglishDB\Words\a\afraid.md
000320,aft,adv.,ɑːft,æft,adv.在船尾,C:\GTT\EnglishDB\Words\a\aft.md
000321,after,adv.,\'ɑːftə,\'æftɚ,"adv.prep.conj.在\...之后,在\...后面,模仿,与\...一致,以\...命名,后来的,后面的",C:\GTT\EnglishDB\Words\a\after.md
000322,afterlife,n.,\'ɑːftəlaɪf,\'æftəlaɪf,"n.死后(灵魂)的生活,后半生,晚年",C:\GTT\EnglishDB\Words\a\afterlife.md
000323,aftermath,n.,\'ɑːftəmæθ,\'æftəmæθ,"n.结果,后果",C:\GTT\EnglishDB\Words\a\aftermath.md
000324,afternoon,n.,ɑːftə\'nuːn,",æftɚ\'nun","n.午后,下午adv.下午的,晚期",C:\GTT\EnglishDB\Words\a\afternoon.md
000325,aftershock,n.,\'ɑːftəʃɒk,\'æftəʃɑk,n.余震,C:\GTT\EnglishDB\Words\a\aftershock.md
000326,afterthought,n.,\'ɑːftəθɔːt,\'æftəθɔt,"n.事后产生的想法,追悔,再思",C:\GTT\EnglishDB\Words\a\afterthought.md
000327,afterward,adv.,\'ɑːftəwəd,ˈæftərwərd,"adv.然后,后来",C:\GTT\EnglishDB\Words\a\afterward.md
000328,afterwards,adv.,\'ɑːftəwədz,\'æftɚwɚdz,"adv.然后,后来地",C:\GTT\EnglishDB\Words\a\afterwards.md
000329,again,adv.,ə\'gen; ə\'geɪn,"əˈɡɛn, əˈɡen","adv.又,再次,此外,再一次",C:\GTT\EnglishDB\Words\a\again.md
000330,against,prep.,ə\'genst; ə\'geɪnst,əˈɡɛnst;əˈɡenst,"prep.相反,反对,逆着,靠着,倚着",C:\GTT\EnglishDB\Words\a\against.md
000331,age,n.,eɪdʒ,edʒ,"n.年龄,成年,使用年限,同时期的人,时代v.变老,上年纪,成熟",C:\GTT\EnglishDB\Words\a\age.md
000332,aged,adj.,\'eɪdʒɪd,\'edʒɪd,"adj.年老的,\...岁的,老年人特有的",C:\GTT\EnglishDB\Words\a\aged.md
000333,agency,n.,\'eɪdʒ(ə)nsɪ,\'edʒənsi,"n.代理处,行销处,代理,中介",C:\GTT\EnglishDB\Words\a\agency.md
000334,agenda,n.,ə\'dʒendə,ə\'dʒɛndə,n.pl.议程,C:\GTT\EnglishDB\Words\a\agenda.md
000335,agent,n.,\'eɪdʒ(ə)nt,\'edʒənt,n.代理(商),C:\GTT\EnglishDB\Words\a\agent.md
000336,aggravate,vt.,\'ægrəveɪt,\'æɡrəvet,"vt.使恶化,加重",C:\GTT\EnglishDB\Words\a\aggravate.md
000337,aggregate,n.,\'ægrɪgət; (for v.) ˈægrɪgeɪt,\'æɡrɪɡət; (for v.) æɡrɪˌɡet,"n.合计,总计,集合体adj.合计的,集合的,聚合的v.聚集,集合,合计",C:\GTT\EnglishDB\Words\a\aggregate.md
000338,aggregation,n.,",æɡrɪ\'ɡeɪʃən",",ægrɪ\'geʃən","n.集合,集合体,聚合",C:\GTT\EnglishDB\Words\a\aggregation.md
000339,aggression,n.,ə\'greʃ(ə)n,ə\'ɡrɛʃən,"n.进攻,侵略",C:\GTT\EnglishDB\Words\a\aggression.md
000340,aggressive,adj.,ə\'gresɪv,ə\'ɡrɛsɪv,"adj.好斗的,敢作敢为的,有闯劲的,侵略性的",C:\GTT\EnglishDB\Words\a\aggressive.md
000341,aggressively,adv.,ə\'gresɪvli,ə\'grɛsɪvli,"adv.侵略地,攻势地",C:\GTT\EnglishDB\Words\a\aggressively.md
000342,aggressor,n.,ə\'gresə,ə\'ɡrɛsɚ,"n.侵略者,攻击者",C:\GTT\EnglishDB\Words\a\aggressor.md
000343,aghast,adj.,ə\'gɑːst,ə\'ɡæst,"adj.惊骇的,吓呆的",C:\GTT\EnglishDB\Words\a\aghast.md
000344,agile,adj.,\'ædʒaɪl,ˈædʒəl,"adj.敏捷的,轻快的,灵活的",C:\GTT\EnglishDB\Words\a\agile.md
000345,agility,n.,əˈdʒɪlɪti,əˈdʒɪləti,"n.敏捷,活泼",C:\GTT\EnglishDB\Words\a\agility.md
000346,aging,n.,\'eɪdʒɪŋ,\'edʒɪŋ,"n.老化,成熟的过程v.使变老",C:\GTT\EnglishDB\Words\a\aging.md
000347,agitate,v.,\'ædʒɪteɪt,ˈædʒɪˌteɪt,"v.搅动,摇动,煽动,激动",C:\GTT\EnglishDB\Words\a\agitate.md
000348,agitated,adj.,\'ædʒɪteɪtɪd,\'ædʒɪtetɪd,"adj.激动的,表现不安的",C:\GTT\EnglishDB\Words\a\agitated.md
000349,agitation,n.,ædʒɪ\'teɪʃ(ə)n,",ædʒɪ\'teʃən","n.激动,兴奋,煽动,搅动",C:\GTT\EnglishDB\Words\a\agitation.md
000350,ago,adv.,ə\'gəʊ,ə\'ɡo,"adv.以前的,以往的",C:\GTT\EnglishDB\Words\a\ago.md
000351,agonize,vt.,ˈægənaɪz,\'æɡənaɪz,"vt.使极度痛苦,折磨vi.感到极度痛苦",C:\GTT\EnglishDB\Words\a\agonize.md
000352,agonizing,adj.,ˈæɡənaɪzɪŋ,ˈæɡənaɪzɪŋ,"adj.苦恼的,痛苦难忍的",C:\GTT\EnglishDB\Words\a\agonizing.md
