id,word,story
000096,accompaniment,"> A musician was performing on the stage. His wonderful melody had a great accompaniment, which were the harmonious sounds of various instruments. The accompaniment made the music more charming and touching. **一位音乐家在舞台上表演。他美妙的旋律有很棒的伴奏，那是各种乐器的和谐声音。伴奏让音乐更具魅力和感染力。**"
000097,accompany,"> A little girl was afraid to go to the dark forest alone. Her dog always accompanied her. The dog was like a loyal friend, never leaving her side. With the dog\'s company, the girl felt safe and brave. **一个小女孩害怕独自去黑暗的森林。她的狗总是陪伴着她。这只狗就像一个忠诚的朋友，从不离开她身边。有了狗的陪伴，女孩感到安全和勇敢。**"
000098,accompanying,"> A young musician was going to perform on stage. His friend was always accompanying him during rehearsals, giving support and encouragement. The friend\'s accompanying presence made the musician feel confident. **一位年轻的音乐家要上台表演。他的朋友在排练期间总是陪着他，给予支持和鼓励。朋友的陪伴让音乐家感到自信。**"
000099,accomplice,"> A thief was planning to steal jewels. Another person agreed to help and provide tools. This helper became the accomplice. Without the accomplice, the theft would have been much harder. **一个小偷计划偷珠宝。另一个人同意帮忙并提供工具。这个帮忙的人就成了同谋。要是没有这个同谋，盗窃就会困难得多。**"
000100,accomplish,"> A brave adventurer set out to accomplish a difficult task. He faced many challenges but never gave up. Finally, he achieved his goal and felt a great sense of pride. Remember, to accomplish is to achieve successfully. **一位勇敢的冒险家出发去完成一项艰巨的任务。他面临许多挑战，但从未放弃。最终，他达成了目标，并感到非常自豪。记住，accomplish 就是成功达成的意思。**"
000101,accomplished,"> A young artist dreamed of accomplishing a masterpiece. After months of hard work and countless revisions, she finally completed a breathtaking painting. Her efforts made her feel truly accomplished. **一位年轻的艺术家梦想完成一幅杰作。经过数月的努力和无数次修改，她终于完成了一幅令人惊叹的画作。她的努力让她感到真正的有成就。**"
000102,accomplishment,"> A young artist dreamt of creating a masterpiece. Through months of hard work and dedication, she finally finished it. This final work was her great accomplishment. It made her famous and proud. **一位年轻的艺术家梦想创作一幅杰作。经过数月的努力和奉献，她终于完成了。这幅最终的作品就是她的伟大成就。这让她出名且自豪。**"
000103,accord,> A king and a queen needed to reach an accord. They had many disputes but finally agreed to share the kingdom equally for peace. Accord means agreement or harmony. **一位国王和一位王后需要达成一致。他们有许多争端，但最终同意平等分享王国以换取和平。accord 意思是协议或和谐。**
000104,accordance,> 想象一个国王和他的大臣们，国王根据(accordance)大臣们的优秀建议来治理国家。每次做出决策，都是因为与大臣们的想法一致，这就是 accordance 的体现。 **想象国王根据大臣建议治理国家的故事来辅助记忆单词accordance，意思是'一致；依照；依据'**
000105,according,"> A curious king was seeking the truth. His wise advisor said, \'According to the ancient scrolls, the solution lies in the far mountains.\' Here, \'according\' means in a way that is stated or shown. **一位好奇的国王正在寻求真相。他睿智的顾问说：'根据古老的卷轴，解决办法在远处的山里。' 在这里，'according'意思是以所陈述或展示的方式。**"
000106,accordingly,"> Once upon a time, a detective was solving a case. The clues pointed in different directions. According to the most important clue, he acted accordingly and finally caught the criminal. **从前，一位侦探在破案。线索指向不同方向。依据最重要的线索，他相应地采取行动，最终抓住了罪犯。**"
000107,accordion,"> A poor musician had an old accordion. It was broken but he fixed it and played beautiful music. The accordion became his lucky charm. With it, he made people happy everywhere. **一个贫穷的音乐家有一个旧手风琴。它坏了，但他修好了它并演奏出美妙的音乐。手风琴成了他的幸运符。凭借它，他让各地的人们都感到快乐。**"
000108,accost,"> A thief was lurking in the dark alley. When a rich man passed by, the thief boldly accosted him, asking for money. The rich man was shocked but remained calm and called for help. **一个小偷潜伏在黑暗的小巷里。当一位富人经过时，小偷大胆地跟他搭讪，要钱。富人很震惊但保持冷静并呼救。**"
000109,account,> A thief was caught and had to give an account of his actions. The police carefully listened to his story to understand. \'Account\' here means a description or explanation. **一个小偷被抓住了，他不得不说明他的行为。警察仔细倾听他的讲述以弄明白。这里'account'指的是描述或解释。**
000110,accountability,"> A king trusted his ministers, but they wasted money. So, the king demanded accountability. They had to explain and be responsible for their actions. With accountability, the kingdom\'s finances improved. **一位国王信任他的大臣们，但他们浪费钱财。于是，国王要求问责。他们必须解释并为自己的行为负责。有了问责制，王国的财政状况得到了改善。**"
000111,accountable,"> A detective was trying to solve a mystery. The culprit was finally caught and had to be accountable for the crime. The detective said, \'You are accountable, meaning you are responsible and must answer for what you did!\' **一位侦探正在努力侦破一个谜团。罪犯最终被抓住，必须为罪行负责。侦探说：\'你要负责，意思是你有责任并且必须为你的所作所为作出交代！\'**"
000112,accountant,> 小明梦想成为一名 accountant（会计）。他努力学习数字和财务知识，每天都在算账。最终，他在一家大公司实现了梦想，精准管理着财务账目。 **小明梦想成为一名会计。他努力学习数字和财务知识，每天都在算账。最终，他在一家大公司实现了梦想，精准管理着财务账目。**
000113,accounting,> 想象一个侦探在查案，他要仔细审查账目（account）来找出真相。而 accounting 就是这种审查账目的行为，就像侦探的工作，是关于财务记录和计算的学问。 **想象一位侦探审查账目来理解 accounting 这个词，它指的是财务记录和计算方面的工作。**
